date,title,artist,streams,year
2017-01-01,Starboy,"The Weeknd, Daft Punk",3135625,2017
2017-01-02,Starboy,"The Weeknd, Daft Punk",,2017
2017-01-03,Starboy,"The Weeknd, Daft Punk",3563076,2017
2017-01-04,Starboy,"The Weeknd, Daft Punk",3619247,2017
2017-01-05,Starboy,"The Weeknd, Daft Punk",3579206,2017
2017-01-06,Shape of You,Ed Sheeran,6151345,2017
2017-01-07,Shape of You,Ed Sheeran,6602494,2017
2017-01-07,Shape of You,Ed Sheeran,6602494,2017
2017-01-08,Shape of You,Ed Sheeran,6557531,2017
2017-01-09,Shape of You,Ed Sheeran,7261007,2017
2017-01-10,Shape of You,Ed Sheeran,7145757,2017
2017-01-11,Shape of You,Ed Sheeran,7193934,2017
2017-01-12,Shape of You,Ed Sheeran,7081620,2017
2017-01-13,Shape of You,Ed Sheeran,7275946,2017
2017-01-14,Shape of You,Ed Sheeran,7093868,2017
2017-01-15,Shape of You,Ed Sheeran,6451891,2017
2017-01-16,Shape of You,Ed Sheeran,7071702,2017
2017-01-17,Shape of You,Ed Sheeran,7086602,2017
2017-01-18,Shape of You,Ed Sheeran,7153915,2017
2017-01-19,Shape of You,Ed Sheeran,7133303,2017
2017-01-20,Shape of You,Ed Sheeran,7299280,2017
2017-01-21,Shape of You,Ed Sheeran,7057075,2017
2017-01-22,Shape of You,Ed Sheeran,6423764,2017
2017-01-23,Shape of You,Ed Sheeran,7058537,2017
2017-01-24,Shape of You,Ed Sheeran,7169081,2017
2017-01-25,Shape of You,Ed Sheeran,7259975,2017
2017-01-26,Shape of You,Ed Sheeran,7398092,2017
2017-01-27,Shape of You,Ed Sheeran,7765131,2017
2017-01-28,Shape of You,Ed Sheeran,7423086,2017
2017-01-29,Shape of You,Ed Sheeran,6539160,2017
2017-01-30,Shape of You,Ed Sheeran,7122914,2017
2017-01-31,Shape of You,Ed Sheeran,7419406,2017
2017-02-01,Shape of You,Ed Sheeran,7549041,2017
2017-02-02,Shape of You,Ed Sheeran,7602214,2017
2017-02-03,Shape of You,Ed Sheeran,7881255,2017
2017-02-04,Shape of You,Ed Sheeran,7740851,2017
2017-02-05,Shape of You,Ed Sheeran,6968082,2017
2017-02-06,Shape of You,Ed Sheeran,7138916,2017
2017-02-07,Shape of You,Ed Sheeran,7458487,2017
2017-02-08,Shape of You,Ed Sheeran,7557934,2017
2017-02-09,Shape of You,Ed Sheeran,7473863,2017
2017-02-10,Shape of You,Ed Sheeran,7783927,2017
2017-02-11,Shape of You,Ed Sheeran,7714323,2017
2017-02-12,Shape of You,Ed Sheeran,6845116,2017
2017-02-13,Shape of You,Ed Sheeran,7344569,2017
2017-02-14,Shape of You,Ed Sheeran,7511927,2017
2017-02-15,Shape of You,Ed Sheeran,7558862,2017
2017-02-16,Shape of You,Ed Sheeran,7573141,2017
2017-02-17,Shape of You,Ed Sheeran,7985803,2017
2017-02-18,Shape of You,Ed Sheeran,7855366,2017
2017-02-19,Shape of You,Ed Sheeran,6879577,2017
2017-02-20,Shape of You,Ed Sheeran,7193281,2017
2017-02-21,Shape of You,Ed Sheeran,7266474,2017
2017-02-22,Shape of You,Ed Sheeran,7317633,2017
2017-02-24,Shape of You,Ed Sheeran,7758898,2017
2017-02-25,Shape of You,Ed Sheeran,7632460,2017
2017-02-26,Shape of You,Ed Sheeran,6583478,2017
2017-02-27,Shape of You,Ed Sheeran,6873096,2017
2017-02-28,Shape of You,Ed Sheeran,7059172,2017
2017-03-01,Shape of You,Ed Sheeran,7201132,2017
2017-03-02,Shape of You,Ed Sheeran,7326148,2017
2017-03-03,Shape of You,Ed Sheeran,9891056,2017
2017-03-04,Shape of You,Ed Sheeran,9603434,2017
2017-03-05,Shape of You,Ed Sheeran,8454962,2017
2017-03-06,Shape of You,Ed Sheeran,8937106,2017
2017-03-07,Shape of You,Ed Sheeran,8900049,2017
2017-03-08,Shape of You,Ed Sheeran,8738426,2017
2017-03-09,Shape of You,Ed Sheeran,8695555,2017
2017-03-10,Shape of You,Ed Sheeran,8849461,2017
2017-03-11,Shape of You,Ed Sheeran,8664792,2017
2017-03-12,Shape of You,Ed Sheeran,7642879,2017
2017-03-13,Shape of You,Ed Sheeran,7855284,2017
2017-03-14,Shape of You,Ed Sheeran,7721959,2017
2017-03-15,Shape of You,Ed Sheeran,7704578,2017
2017-03-16,Shape of You,Ed Sheeran,7668500,2017
2017-03-17,Shape of You,Ed Sheeran,7889417,2017
2017-03-18,Shape of You,Ed Sheeran,7765409,2017
2017-03-19,Shape of You,Ed Sheeran,6791017,2017
2017-03-20,Shape of You,Ed Sheeran,6990435,2017
2017-03-21,Shape of You,Ed Sheeran,7049619,2017
2017-03-22,Shape of You,Ed Sheeran,7063984,2017
2017-03-23,Shape of You,Ed Sheeran,7042985,2017
2017-03-24,Shape of You,Ed Sheeran,7376172,2017
2017-03-25,Shape of You,Ed Sheeran,7429090,2017
2017-03-26,Shape of You,Ed Sheeran,6393509,2017
2017-03-27,Shape of You,Ed Sheeran,6668249,2017
2017-03-28,Shape of You,Ed Sheeran,6681485,2017
2017-03-29,Shape of You,Ed Sheeran,6670212,2017
2017-03-30,Shape of You,Ed Sheeran,6645957,2017
2017-03-31,Shape of You,Ed Sheeran,6935206,2017
2017-04-01,Shape of You,Ed Sheeran,6815498,2017
2017-04-02,Shape of You,Ed Sheeran,5983149,2017
2017-04-03,Shape of You,Ed Sheeran,6155248,2017
2017-04-04,Shape of You,Ed Sheeran,6184460,2017
2017-04-05,Shape of You,Ed Sheeran,6142684,2017
2017-04-06,Shape of You,Ed Sheeran,6121652,2017
2017-04-07,Shape of You,Ed Sheeran,6527529,2017
2017-04-08,Shape of You,Ed Sheeran,6413787,2017
2017-04-09,Shape of You,Ed Sheeran,5651069,2017
2017-04-10,Shape of You,Ed Sheeran,5915537,2017
2017-04-11,Shape of You,Ed Sheeran,5874544,2017
2017-04-12,Shape of You,Ed Sheeran,5864254,2017
2017-04-13,Shape of You,Ed Sheeran,5985290,2017
2017-04-14,HUMBLE.,Kendrick Lamar,6577558,2017
2017-04-15,HUMBLE.,Kendrick Lamar,,2017
2017-04-16,HUMBLE.,Kendrick Lamar,5023778,2017
2017-04-17,HUMBLE.,Kendrick Lamar,5654803,2017
2017-04-18,HUMBLE.,Kendrick Lamar,5987712,2017
2017-04-19,HUMBLE.,Kendrick Lamar,5824010,2017
2017-04-20,HUMBLE.,Kendrick Lamar,5594536,2017
2017-04-21,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5927608,2017
2017-04-22,,"Luis Fonsi, Daddy Yankee, Justin Bieber",5727933,2017
2017-04-23,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5137949,2017
2017-04-24,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5837415,2017
2017-04-25,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6096586,2017
2017-04-26,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6214069,2017
2017-04-27,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6229728,2017
2017-04-28,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6851114,2017
2017-04-29,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6888677,2017
2017-04-30,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6312331,2017
2017-05-01,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6360737,2017
2017-05-02,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6658881,2017
2017-05-03,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6801401,2017
2017-05-04,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6841907,2017
2017-05-05,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7376863,2017
2017-05-06,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7307384,2017
2017-05-07,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6257332,2017
2017-05-08,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6785649,2017
2017-05-09,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7045859,2017
2017-05-10,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7065438,2017
2017-05-11,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7137840,2017
2017-05-12,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7631118,2017
2017-05-13,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7601791,2017
2017-05-14,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6568271,2017
2017-05-15,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7076265,2017
2017-05-16,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7332301,2017
2017-05-17,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7338225,2017
2017-05-18,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7690115,2017
2017-05-19,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",8049063,2017
2017-05-20,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",8029921,2017
2017-05-21,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6964704,2017
2017-05-22,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7306726,2017
2017-05-23,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7395783,2017
2017-05-24,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7733201,2017
2017-05-25,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7950121,2017
2017-05-26,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",8525474,2017
2017-05-27,Despacito (Featuring Daddy Yankee),Luis Fonsi,11381520,2017
2017-05-28,Despacito (Featuring Daddy Yankee),Luis Fonsi,9849173,2017
2017-05-29,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6037521,2017
2017-06-01,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7332260,2017
2017-06-03,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7603132,2017
2017-06-04,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6503590,2017
2017-06-05,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6649947,2017
2017-06-06,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6750086,2017
2017-06-07,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6846114,2017
2017-06-08,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6867926,2017
2017-06-09,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7303483,2017
2017-06-10,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7377518,2017
2017-06-11,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6423910,2017
2017-06-12,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6476673,2017
2017-06-13,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6562817,2017
2017-06-14,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6747103,2017
2017-06-15,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6750528,2017
2017-06-16,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7024803,2017
2017-06-17,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",7236224,2017
2017-06-18,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6266695,2017
2017-06-19,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6331128,2017
2017-06-20,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6469308,2017
2017-06-21,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6531189,2017
2017-06-22,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6604782,2017
2017-06-23,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6970476,2017
2017-06-24,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6687684,2017
2017-06-25,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5726052,2017
2017-06-26,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5966378,2017
2017-06-27,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5976971,2017
2017-06-28,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5962451,2017
2017-06-29,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5945441,2017
2017-06-30,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6393345,2017
2017-07-01,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6398530,2017
2017-07-02,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5473207,2017
2017-07-03,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5582087,2017
2017-07-04,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5802911,2017
2017-07-05,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5784066,2017
2017-07-06,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5804663,2017
2017-07-07,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6143342,2017
2017-07-08,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",6125375,2017
2017-07-09,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5336785,2017
2017-07-10,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5438108,2017
2017-07-11,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5452865,2017
2017-07-12,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5448579,2017
2017-07-13,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5520044,2017
2017-07-14,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5807970,2017
2017-07-15,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5823954,2017
2017-07-16,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",4982981,2017
2017-07-17,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5094396,2017
2017-07-18,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5078970,2017
2017-07-19,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5093683,2017
2017-07-20,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5083811,2017
2017-07-21,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5316493,2017
2017-07-22,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",5261445,2017
2017-07-23,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",4511203,2017
2017-07-24,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",4547095,2017
2017-07-25,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",4599149,2017
2017-07-26,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",4560057,2017
2017-07-27,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",4544733,2017
2017-07-28,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",4790421,2017
2017-07-29,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",4715302,2017
2017-07-30,Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",4086239,2017
2017-07-31,Mi Gente,"J Balvin, Willy William",4318909,2017
2017-08-01,Mi Gente,"J Balvin, Willy William",4529147,2017
2017-08-02,Mi Gente,"J Balvin, Willy William",4599470,2017
2017-08-03,Mi Gente,"J Balvin, Willy William",4595812,2017
2017-08-04,Mi Gente,"J Balvin, Willy William",4888075,2017
2017-08-05,Mi Gente,"J Balvin, Willy William",4858552,2017
2017-08-06,Mi Gente,"J Balvin, Willy William",4210188,2017
2017-08-07,Mi Gente,"J Balvin, Willy William",4445212,2017
2017-08-08,Mi Gente,"J Balvin, Willy William",4500756,2017
2017-08-09,Mi Gente,"J Balvin, Willy William",4572171,2017
2017-08-10,Mi Gente,"J Balvin, Willy William",4559707,2017
2017-08-11,Mi Gente,"J Balvin, Willy William",4881938,2017
2017-08-12,Mi Gente,"J Balvin, Willy William",4877023,2017
2017-08-13,Mi Gente,"J Balvin, Willy William",4239851,2017
2017-08-14,Mi Gente,"J Balvin, Willy William",4475133,2017
2017-08-15,Mi Gente,"J Balvin, Willy William",4473283,2017
2017-08-16,Mi Gente,"J Balvin, Willy William",4501762,2017
2017-08-17,Mi Gente,"J Balvin, Willy William",4553972,2017
2017-08-18,Mi Gente,"J Balvin, Willy William",4834711,2017
2017-08-19,Mi Gente,"J Balvin, Willy William",4887416,2017
2017-08-20,Mi Gente,"J Balvin, Willy William",4191601,2017
2017-08-21,Mi Gente,"J Balvin, Willy William",4303375,2017
2017-08-22,Mi Gente,"J Balvin, Willy William",4447134,2017
2017-08-23,Mi Gente,"J Balvin, Willy William",4507810,2017
2017-08-24,Mi Gente,"J Balvin, Willy William",4553070,2017
2017-08-25,Look What You Made Me Do,Taylor Swift,7908492,2017
2017-08-26,Look What You Made Me Do,Taylor Swift,5429680,2017
2017-08-27,Look What You Made Me Do,Taylor Swift,4494438,2017
2017-08-28,Look What You Made Me Do,Taylor Swift,5489086,2017
2017-08-29,Look What You Made Me Do,Taylor Swift,5923188,2017
2017-08-30,Look What You Made Me Do,Taylor Swift,5903329,2017
2017-08-31,Look What You Made Me Do,Taylor Swift,5716583,2017
2017-09-01,Look What You Made Me Do,Taylor Swift,5547962,2017
2017-09-02,Look What You Made Me Do,Taylor Swift,5041672,2017
2017-09-03,Look What You Made Me Do,Taylor Swift,4554060,2017
2017-09-04,Look What You Made Me Do,Taylor Swift,4806984,2017
2017-09-05,Look What You Made Me Do,Taylor Swift,4863753,2017
2017-09-06,Look What You Made Me Do,Taylor Swift,4709712,2017
2017-09-07,Look What You Made Me Do,Taylor Swift,4534776,2017
2017-09-08,Mi Gente,"J Balvin, Willy William",4469175,2017
2017-09-09,Mi Gente,"J Balvin, Willy William",4413025,2017
2017-09-10,Look What You Made Me Do,Taylor Swift,3779609,2017
2017-09-11,Too Good At Goodbyes - Edit,Sam Smith,4164193,2017
2017-09-12,Too Good At Goodbyes - Edit,Sam Smith,4356782,2017
2017-09-13,Too Good At Goodbyes - Edit,Sam Smith,4437414,2017
2017-09-14,Too Good At Goodbyes - Edit,Sam Smith,4489244,2017
2017-09-15,Mi Gente,"J Balvin, Willy William",4372920,2017
2017-09-16,Mi Gente,"J Balvin, Willy William",4361394,2017
2017-09-17,rockstar,"Post Malone, 21 Savage",3828458,2017
2017-09-18,rockstar,"Post Malone, 21 Savage",5286478,2017
2017-09-19,rockstar,"Post Malone, 21 Savage",5715290,2017
2017-09-20,rockstar,"Post Malone, 21 Savage",5976205,2017
2017-09-21,rockstar,"Post Malone, 21 Savage",6201713,2017
2017-09-22,rockstar,"Post Malone, 21 Savage",6584360,2017
2017-09-23,rockstar,"Post Malone, 21 Savage",6129967,2017
2017-09-24,rockstar,"Post Malone, 21 Savage",5511944,2017
2017-09-25,rockstar,"Post Malone, 21 Savage",6464890,2017
2017-09-26,rockstar,"Post Malone, 21 Savage",6684742,2017
2017-09-27,rockstar,"Post Malone, 21 Savage",6716221,2017
2017-09-28,rockstar,"Post Malone, 21 Savage",6775605,2017
2017-09-29,rockstar,"Post Malone, 21 Savage",7156650,2017
2017-09-30,rockstar,"Post Malone, 21 Savage",6477955,2017
2017-10-01,rockstar,"Post Malone, 21 Savage",5649503,2017
2017-10-02,rockstar,"Post Malone, 21 Savage",6397921,2017
2017-10-03,rockstar,"Post Malone, 21 Savage",6435371,2017
2017-10-04,rockstar,"Post Malone, 21 Savage",6432389,2017
2017-10-05,rockstar,"Post Malone, 21 Savage",6379013,2017
2017-10-06,rockstar,"Post Malone, 21 Savage",6731613,2017
2017-10-07,rockstar,"Post Malone, 21 Savage",6322901,2017
2017-10-08,rockstar,"Post Malone, 21 Savage",5689997,2017
2017-10-09,rockstar,"Post Malone, 21 Savage",6159330,2017
2017-10-10,rockstar,"Post Malone, 21 Savage",6260386,2017
2017-10-11,rockstar,"Post Malone, 21 Savage",6263586,2017
2017-10-12,rockstar,"Post Malone, 21 Savage",6482827,2017
2017-10-13,rockstar,"Post Malone, 21 Savage",6957721,2017
2017-10-14,rockstar,"Post Malone, 21 Savage",6542558,2017
2017-10-15,rockstar,"Post Malone, 21 Savage",5802226,2017
2017-10-16,rockstar,"Post Malone, 21 Savage",6413208,2017
2017-10-17,rockstar,"Post Malone, 21 Savage",6586288,2017
2017-10-18,rockstar,"Post Malone, 21 Savage",6680115,2017
2017-10-19,rockstar,"Post Malone, 21 Savage",6790223,2017
2017-10-20,rockstar,"Post Malone, 21 Savage",7113735,2017
2017-10-21,rockstar,"Post Malone, 21 Savage",6637411,2017
2017-10-22,rockstar,"Post Malone, 21 Savage",5705328,2017
2017-10-23,rockstar,"Post Malone, 21 Savage",6279161,2017
2017-10-24,rockstar,"Post Malone, 21 Savage",6303536,2017
2017-10-25,rockstar,"Post Malone, 21 Savage",6398602,2017
2017-10-26,rockstar,"Post Malone, 21 Savage",6398271,2017
2017-10-27,rockstar,"Post Malone, 21 Savage",6670066,2017
2017-10-28,rockstar,"Post Malone, 21 Savage",6223667,2017
2017-10-29,rockstar,"Post Malone, 21 Savage",5466392,2017
2017-10-30,rockstar,"Post Malone, 21 Savage",5916330,2017
2017-10-31,rockstar,"Post Malone, 21 Savage",6103347,2017
2017-11-01,rockstar,"Post Malone, 21 Savage",5755610,2017
2017-11-02,rockstar,"Post Malone, 21 Savage",5956604,2017
2017-11-03,rockstar,"Post Malone, 21 Savage",6260200,2017
2017-11-04,rockstar,"Post Malone, 21 Savage",5885664,2017
2017-11-05,rockstar,"Post Malone, 21 Savage",5086329,2017
2017-11-06,rockstar,"Post Malone, 21 Savage",5541670,2017
2017-11-07,rockstar,"Post Malone, 21 Savage",5654912,2017
2017-11-08,rockstar,"Post Malone, 21 Savage",5641232,2017
2017-11-09,rockstar,"Post Malone, 21 Savage",5694467,2017
2017-11-10,rockstar,"Post Malone, 21 Savage",6005639,2017
2017-11-11,rockstar,"Post Malone, 21 Savage",5796825,2017
2017-11-12,rockstar,"Post Malone, 21 Savage",5016816,2017
2017-11-13,rockstar,"Post Malone, 21 Savage",5303506,2017
2017-11-14,rockstar,"Post Malone, 21 Savage",5420095,2017
2017-11-15,rockstar,"Post Malone, 21 Savage",5403780,2017
2017-11-16,rockstar,"Post Malone, 21 Savage",5380683,2017
2017-11-17,rockstar,"Post Malone, 21 Savage",5709993,2017
2017-11-18,rockstar,"Post Malone, 21 Savage",5595327,2017
2017-11-19,rockstar,"Post Malone, 21 Savage",4856780,2017
2017-11-20,rockstar,"Post Malone, 21 Savage",5131115,2017
2017-11-21,rockstar,"Post Malone, 21 Savage",5368949,2017
2017-11-22,rockstar,"Post Malone, 21 Savage",5489874,2017
2017-11-23,rockstar,"Post Malone, 21 Savage",5286566,2017
2017-11-24,rockstar,"Post Malone, 21 Savage",5341755,2017
2017-11-25,rockstar,"Post Malone, 21 Savage",5314652,2017
2017-11-26,rockstar,"Post Malone, 21 Savage",4771396,2017
2017-11-27,rockstar,"Post Malone, 21 Savage",5040180,2017
2017-11-28,rockstar,"Post Malone, 21 Savage",5192318,2017
2017-11-29,rockstar,"Post Malone, 21 Savage",5223465,2017
2017-11-30,rockstar,"Post Malone, 21 Savage",5228929,2017
2017-12-01,rockstar,"Post Malone, 21 Savage",5528701,2017
2017-12-02,rockstar,"Post Malone, 21 Savage",5342456,2017
2017-12-03,rockstar,"Post Malone, 21 Savage",4642479,2017
2017-12-04,rockstar,"Post Malone, 21 Savage",4844938,2017
2017-12-05,rockstar,"Post Malone, 21 Savage",4951729,2017
2017-12-06,rockstar,"Post Malone, 21 Savage",4898880,2017
2017-12-07,rockstar,"Post Malone, 21 Savage",4943602,2017
2017-12-08,rockstar,"Post Malone, 21 Savage",5108111,2017
2017-12-09,rockstar,"Post Malone, 21 Savage",4944231,2017
2017-12-10,rockstar,"Post Malone, 21 Savage",4310584,2017
2017-12-11,rockstar,"Post Malone, 21 Savage",4509781,2017
2017-12-12,rockstar,"Post Malone, 21 Savage",4667474,2017
2017-12-13,rockstar,"Post Malone, 21 Savage",4697234,2017
2017-12-14,rockstar,"Post Malone, 21 Savage",4739216,2017
2017-12-15,rockstar,"Post Malone, 21 Savage",4913362,2017
2017-12-16,rockstar,"Post Malone, 21 Savage",4773132,2017
2017-12-17,rockstar,"Post Malone, 21 Savage",4181674,2017
2017-12-18,rockstar,"Post Malone, 21 Savage",4437687,2017
2017-12-19,rockstar,"Post Malone, 21 Savage",4548480,2017
2017-12-20,rockstar,"Post Malone, 21 Savage",4600115,2017
2017-12-21,rockstar,"Post Malone, 21 Savage",4651333,2017
2017-12-22,rockstar,"Post Malone, 21 Savage",4695541,2017
2017-12-23,All I Want for Christmas Is You,Mariah Carey,5023033,2017
2017-12-24,All I Want for Christmas Is You,Mariah Carey,8069105,2017
2017-12-25,All I Want for Christmas Is You,Mariah Carey,6467590,2017
2017-12-26,rockstar,"Post Malone, 21 Savage",3860670,2017
2017-12-27,rockstar,"Post Malone, 21 Savage",4210231,2017
2017-12-28,rockstar,"Post Malone, 21 Savage",4320205,2017
2017-12-29,rockstar,"Post Malone, 21 Savage",4381890,2017
2017-12-30,rockstar,"Post Malone, 21 Savage",4314209,2017
2017-12-31,rockstar,"Post Malone, 21 Savage",5273727,2017
2018-01-01,rockstar,"Post Malone, 21 Savage",3962314,2018
2018-01-02,rockstar,"Post Malone, 21 Savage",4072359,2018
2018-01-03,rockstar,"Post Malone, 21 Savage",4194625,2018
2018-01-04,rockstar,"Post Malone, 21 Savage",4168292,2018
2018-01-05,rockstar,"Post Malone, 21 Savage",4346638,2018
2018-01-06,rockstar,"Post Malone, 21 Savage",4208156,2018
2018-01-07,rockstar,"Post Malone, 21 Savage",3814379,2018
2018-01-08,rockstar,"Post Malone, 21 Savage",4062918,2018
2018-01-09,rockstar,"Post Malone, 21 Savage",4139989,2018
2018-01-10,rockstar,"Post Malone, 21 Savage",4218400,2018
2018-01-11,rockstar,"Post Malone, 21 Savage",4221471,2018
2018-01-12,Havana (feat. Young Thug),Camila Cabello,4751592,2018
2018-01-13,Havana (feat. Young Thug),Camila Cabello,4681306,2018
2018-01-14,Havana (feat. Young Thug),Camila Cabello,4107987,2018
2018-01-15,Havana (feat. Young Thug),Camila Cabello,4284243,2018
2018-01-16,Havana (feat. Young Thug),Camila Cabello,4228050,2018
2018-01-17,Havana (feat. Young Thug),Camila Cabello,4261303,2018
2018-01-18,Havana (feat. Young Thug),Camila Cabello,4226476,2018
2018-01-19,Havana (feat. Young Thug),Camila Cabello,4319756,2018
2018-01-20,Havana (feat. Young Thug),Camila Cabello,4236060,2018
2018-01-21,God's Plan,Drake,5531266,2018
2018-01-22,God's Plan,Drake,7393443,2018
2018-01-23,God's Plan,Drake,7540696,2018
2018-01-24,God's Plan,Drake,8359006,2018
